"2019/01/25","107.1700","31182240.0000","107.2400","107.8800","106.5900"
"2019/01/24","106.2000","23125910.0000","106.8600","107.0000","105.3400"
"2019/01/23","106.7100","25512110.0000","106.1200","107.0400","105.3400"
"2019/01/22","105.6800","32092050.0000","106.7500","107.1000","104.8600"
"2019/01/18","107.7100","37299850.0000","107.4600","107.9000","105.9100"
"2019/01/17","106.1200","27151570.0000","105.0000","106.6250","104.7600"
"2019/01/16","105.3800","29655860.0000","105.2600","106.2550","104.9600"
"2019/01/15","105.0100","31537490.0000","102.5100","105.0500","101.8800"
"2019/01/14","102.0500","27194560.0000","101.9000","102.8716","101.2600"
"2019/01/11","102.8000","28235260.0000","103.1900","103.4400","101.6400"
"2019/01/10","103.6000","29978930.0000","103.2200","103.7500","102.3800"
"2019/01/09","104.2700","32261890.0000","103.8600","104.8800","103.2445"
"2019/01/08","102.8000","31322920.0000","103.0400","103.9700","101.7134"
"2019/01/07","102.0600","35567820.0000","101.6400","103.2681","100.9800"
"2019/01/04","101.9300","43982700.0000","99.7200","102.5100","98.9300"
"2019/01/03","97.4000","42111650.0000","100.1000","100.1850","97.2000"
"2019/01/02","101.1200","35145360.0000","99.5500","101.7500","98.9400"
"2018/12/31","101.5700","33161320.0000","101.2900","102.4000","100.4400"
"2018/12/28","100.3900","38160810.0000","102.0900","102.4100","99.5200"
"2018/12/27","101.1800","49162950.0000","99.3000","101.1900","96.4000"
"2018/12/26","100.5600","51330280.0000","95.1400","100.6900","93.9600"
"2018/12/24","94.1300","43935190.0000","97.6800","97.9700","93.9800"
"2018/12/21","98.2300","110945000.0000","101.6300","103.0000","97.4600"
"2018/12/20","101.5100","70221500.0000","103.0500","104.3100","98.7800"
"2018/12/19","103.6900","68110780.0000","103.6500","106.8800","101.3500"
"2018/12/18","103.9700","48033550.0000","103.7500","104.5100","102.5200"
"2018/12/17","102.8900","56837160.0000","105.4100","105.8000","101.7100"
"2018/12/14","106.0300","46961130.0000","108.2500","109.2600","105.5000"
"2018/12/13","109.4500","30600890.0000","109.5800","110.8700","108.6300"
"2018/12/12","109.0800","36169700.0000","110.8900","111.2700","109.0400"
"2018/12/11","108.5900","42342240.0000","109.8000","110.9500","107.4400"
"2018/12/10","107.5900","40463870.0000","104.8000","107.9800","103.8900"
"2018/12/07","104.8200","44391210.0000","108.3800","109.4500","104.3000"
"2018/12/06","109.1900","47866160.0000","105.8200","109.2400","105.0000"
"2018/12/04","108.5200","44572140.0000","111.9400","112.6373","108.2115"
"2018/12/03","112.0900","34293960.0000","113.0000","113.4200","110.7300"
"2018/11/30","110.8900","33652230.0000","110.7000","110.9700","109.3600"
"2018/11/29","110.1900","27792540.0000","110.3300","111.1150","109.0300"
"2018/11/28","111.1200","46132310.0000","107.8900","111.3300","107.8600"
"2018/11/27","107.1400","29063180.0000","106.2700","107.3300","105.3600"
"2018/11/26","106.4700","32258530.0000","104.7900","106.6300","104.5800"
"2018/11/23","103.0700","13823100.0000","102.1700","103.8099","102.0000"
"2018/11/21","103.1100","28121990.0000","103.6000","104.4300","102.2400"
"2018/11/20","101.7100","63988520.0000","101.8000","102.9700","99.3528"
"2018/11/19","104.6200","43324610.0000","108.2700","108.5600","103.5500"
"2018/11/16","108.2900","33494830.0000","107.0800","108.8800","106.8000"
"2018/11/15","107.2800","38430970.0000","104.9900","107.8000","103.9100"
"2018/11/14","104.9700","39451290.0000","108.1000","108.2600","104.4700"
"2018/11/13","106.9400","35360680.0000","107.5500","108.7400","106.6400"
"2018/11/12","106.8700","33595910.0000","109.4200","109.9600","106.1000"
"2018/11/09","109.5700","32011930.0000","110.8500","111.4500","108.7600"
"2018/11/08","111.7500","25479410.0000","111.8000","112.2100","110.9100"
"2018/11/07","111.9600","37864220.0000","109.4400","112.2400","109.4000"
"2018/11/06","107.7200","24217640.0000","107.3800","108.8400","106.2800"
"2018/11/05","107.5100","27908600.0000","106.3700","107.7400","105.9000"
"2018/11/02","106.1600","37591700.0000","106.4800","107.3200","104.9750"
"2018/11/01","105.9200","33243300.0000","107.0500","107.3200","105.5300"
"2018/10/31","106.8100","51042220.0000","105.4350","108.1400","105.3900"
"2018/10/30","103.7300","65273360.0000","103.6600","104.3800","100.1100"
"2018/10/29","103.8500","55101300.0000","108.1050","108.7000","101.6300"
"2018/10/26","106.9600","55480820.0000","105.6900","108.7500","104.7600"
"2018/10/25","108.3000","61550620.0000","106.5500","109.2700","106.1500"
"2018/10/24","102.3200","63236450.0000","108.4100","108.4900","101.5901"
"2018/10/23","108.1000","43531680.0000","107.7700","108.9700","105.1100"
"2018/10/22","109.6300","26484510.0000","109.3200","110.5400","108.2400"
"2018/10/19","108.6600","32751070.0000","108.9300","110.8600","108.2100"
"2018/10/18","108.5000","31794350.0000","110.1000","110.5300","107.8300"
"2018/10/17","110.7100","25873980.0000","111.6800","111.8100","109.5482"
"2018/10/16","111.0000","31154210.0000","109.5400","111.4100","108.9500"
"2018/10/15","107.6000","32001580.0000","108.9100","109.4800","106.9468"
"2018/10/12","109.5700","46718940.0000","109.0100","111.2400","107.1200"
"2018/10/11","105.9100","63629560.0000","105.3500","108.9300","104.2000"
"2018/10/10","106.1600","60560740.0000","111.2400","111.5000","105.7900"
"2018/10/09","112.2600","26187200.0000","111.1400","113.0800","110.8000"
"2018/10/08","110.8500","29477750.0000","111.6600","112.0300","109.3400"
"2018/10/05","112.1300","29062670.0000","112.6300","113.1700","110.6400"
"2018/10/04","112.7900","34475710.0000","114.6100","114.7588","111.6300"
"2018/10/03","115.1700","16130010.0000","115.4200","116.1800","114.9300"
"2018/10/02","115.1500","20180030.0000","115.3000","115.8400","114.4400"
"2018/10/01","115.6100","18610500.0000","114.7500","115.6800","114.7300"
"2018/09/28","114.3700","20525950.0000","114.1900","114.5700","113.6800"
"2018/09/27","114.4100","19053590.0000","114.7800","114.9100","114.2000"
"2018/09/26","113.9800","19322530.0000","114.4700","115.0550","113.7400"
"2018/09/25","114.4500","20782110.0000","114.8000","115.1000","113.7500"
"2018/09/24","114.6700","25273510.0000","113.0300","114.9000","112.2175"
"2018/09/21","114.2600","70363000.0000","114.0000","115.2900","113.5100"
"2018/09/20","113.5700","23667500.0000","112.2800","113.8000","111.9300"
"2018/09/19","111.7000","21663020.0000","113.0500","113.3200","111.0350"
"2018/09/18","113.2100","22114560.0000","112.1900","113.6950","111.7200"
"2018/09/17","112.1400","20332830.0000","113.6900","113.7000","111.8600"
"2018/09/14","113.3700","18261950.0000","113.3600","113.7300","112.4400"
"2018/09/13","112.9100","25107230.0000","112.1200","113.7250","112.1200"
"2018/09/12","111.7100","18855340.0000","111.4300","111.8500","110.5100"
"2018/09/11","111.2400","24081240.0000","108.9000","111.5900","108.8900"
"2018/09/10","109.3800","19887280.0000","108.8400","109.6400","108.3600"
"2018/09/07","108.2100","22273530.0000","108.2300","108.7248","107.2300"
"2018/09/06","108.7400","23226430.0000","108.2500","108.9900","107.5100"
"2018/09/05","108.4900","32838650.0000","111.0100","111.4200","108.1000"
"2018/09/04","111.7100","22558040.0000","110.8500","111.9550","110.2200"
"2018/08/31","112.3300","23217310.0000","111.6850","112.7770","111.5150"
"2018/08/30","111.9500","22759640.0000","111.6700","112.6100","111.4400"
"2018/08/29","112.0200","20747500.0000","110.4500","112.0300","110.2700"
"2018/08/28","110.2600","19144860.0000","109.9400","110.5000","109.7900"
"2018/08/27","109.6000","19439380.0000","109.2700","109.6400","108.5100"
"2018/08/24","108.4000","17188010.0000","107.6700","108.5600","107.5600"
"2018/08/23","107.5600","17996860.0000","107.1500","108.1800","106.8700"
"2018/08/22","107.0600","17878840.0000","105.8500","107.3400","105.7800"
"2018/08/21","105.9800","22825830.0000","106.9200","107.3500","105.8500"
"2018/08/20","106.8700","17327110.0000","107.5100","107.9000","106.4800"
"2018/08/17","107.5800","18051970.0000","107.3600","107.9000","106.6900"
"2018/08/16","107.6400","20687500.0000","108.3000","108.8600","107.3000"
"2018/08/15","107.6600","29947600.0000","108.4900","108.9850","106.8200"
"2018/08/14","109.5600","16777990.0000","108.5600","109.7500","108.0400"
"2018/08/13","108.2100","18470690.0000","109.2400","109.5800","108.1000"
"2018/08/10","109.0000","18171350.0000","109.4200","109.6900","108.3800"
"2018/08/09","109.6700","13634510.0000","109.7100","110.1600","109.6000"
"2018/08/08","109.4900","15461420.0000","109.3300","109.7500","108.7599"
"2018/08/07","108.8800","16070070.0000","108.5600","109.1000","108.1700"
"2018/08/06","108.1300","20234680.0000","108.1200","108.4200","107.5590"
"2018/08/03","108.0400","18629310.0000","107.8000","108.0500","106.8200"
"2018/08/02","107.5700","26080740.0000","105.4000","108.0900","104.8400"
"2018/08/01","106.2800","23617980.0000","106.0300","106.4460","105.4200"
"2018/07/31","106.0800","27181070.0000","106.4900","106.7200","105.3800"
"2018/07/30","105.3700","34495720.0000","107.1900","107.5300","104.7600"
"2018/07/27","107.6800","36916780.0000","110.1800","110.1800","106.1400"
"2018/07/26","109.6200","31332820.0000","110.7400","111.0000","109.5000"
"2018/07/25","110.8300","30586770.0000","107.9550","111.1500","107.6000"
"2018/07/24","107.6600","26308190.0000","108.5700","108.8200","107.2600"
"2018/07/23","107.9700","29226800.0000","106.3000","108.1400","106.1300"
"2018/07/20","106.2700","55999890.0000","108.0800","108.2000","106.0800"
"2018/07/19","104.4000","38193270.0000","104.9300","105.3100","103.8900"
"2018/07/18","105.1200","29055780.0000","105.9400","106.0500","104.7150"
"2018/07/17","105.9500","25864500.0000","104.6100","106.5000","104.3200"
"2018/07/16","104.9100","20782300.0000","105.4000","105.8200","104.5150"
"2018/07/13","105.4300","24578340.0000","104.3700","105.6000","104.0900"
"2018/07/12","104.1900","24270690.0000","102.7700","104.4100","102.7300"
"2018/07/11","101.9800","19278720.0000","101.1500","102.3400","101.1000"
"2018/07/10","102.1200","19180850.0000","102.0000","102.5100","101.8600"
"2018/07/09","101.8500","16410950.0000","101.6450","102.2500","101.2510"
"2018/07/06","101.1600","18238570.0000","99.8850","101.4300","99.6700"
"2018/07/05","99.7600","18583280.0000","99.5000","99.9200","99.0299"
"2018/07/03","99.0500","14670280.0000","100.4800","100.6300","98.9400"
"2018/07/02","100.0100","18850500.0000","98.1000","100.0600","98.0000"
"2018/06/29","98.6100","27553700.0000","98.9300","99.9100","98.3300"
"2018/06/28","98.6300","26643410.0000","97.3800","99.1100","97.2600"
"2018/06/27","97.5400","31280700.0000","99.5800","100.0200","97.4000"
"2018/06/26","99.0800","26551930.0000","98.8200","100.0800","98.7500"
"2018/06/25","98.3900","35422640.0000","100.0000","100.1100","97.3000"
"2018/06/22","100.4100","38869490.0000","100.4100","100.7700","99.6250"
"2018/06/21","101.1400","21812100.0000","102.0750","102.4600","100.8800"
"2018/06/20","101.8700","26177810.0000","101.3700","102.5200","101.1200"
"2018/06/19","100.8600","27633590.0000","99.6500","101.0000","99.5000"
"2018/06/18","100.8600","22760070.0000","100.0100","101.1100","99.4200"
"2018/06/15","100.1300","65663130.0000","101.5100","101.5300","100.0700"
"2018/06/14","101.4200","25405900.0000","101.6500","102.0300","101.0000"
"2018/06/13","100.8500","28698040.0000","101.7200","102.0100","100.5600"
"2018/06/12","101.3100","18072860.0000","101.1000","101.4493","100.7500"
"2018/06/11","101.0500","22773270.0000","101.3700","101.5900","100.6700"
"2018/06/08","101.6300","22151500.0000","101.0920","101.9500","100.5400"
"2018/06/07","100.8800","28149340.0000","102.6500","102.6900","100.3800"
"2018/06/06","102.4900","21112450.0000","102.4800","102.6000","101.9000"
"2018/06/05","102.1900","23484820.0000","102.0000","102.3300","101.5300"
"2018/06/04","101.6700","27173310.0000","101.2600","101.8600","100.8510"
"2018/06/01","100.7900","28615930.0000","99.2800","100.8600","99.1700"
"2018/05/31","98.8400","34117650.0000","99.2900","99.9900","98.6100"
"2018/05/30","98.9500","21899560.0000","98.3100","99.2500","97.9100"
"2018/05/29","98.0100","28395290.0000","97.8400","98.8800","97.2300"
"2018/05/25","98.3600","17942630.0000","98.3000","98.9800","97.8600"
"2018/05/24","98.3100","26637580.0000","98.7250","98.9400","96.8100"
"2018/05/23","98.6600","21119770.0000","96.7100","98.7300","96.3200"
"2018/05/22","97.5000","15438990.0000","97.6800","98.1700","97.2000"
"2018/05/21","97.6000","18996380.0000","97.0000","98.0100","96.8000"
"2018/05/18","96.3600","17543940.0000","96.0100","96.9300","96.0100"
"2018/05/17","96.1800","17167840.0000","96.7600","97.5401","95.8300"
"2018/05/16","97.1500","17371190.0000","97.3600","97.4000","96.6150"
"2018/05/15","97.3200","24584910.0000","97.2400","97.8500","96.3400"
"2018/05/14","98.0300","19447690.0000","97.9200","98.6900","97.3100"
"2018/05/11","97.7000","16759750.0000","97.8000","97.8700","97.0400"
"2018/05/10","97.9100","22341300.0000","97.4600","97.9500","97.0500"
"2018/05/09","96.9400","27279420.0000","96.0100","96.9700","95.0500"
"2018/05/08","95.8100","22764250.0000","95.8456","96.1600","95.0631"
"2018/05/07","96.2200","23591080.0000","95.1700","96.7100","95.1000"
"2018/05/04","95.1600","22243660.0000","93.3200","95.3700","92.9200"
"2018/05/03","94.0700","31071660.0000","92.9600","94.9250","92.4500"
"2018/05/02","93.5100","27459080.0000","94.9900","95.1700","93.1900"
"2018/05/01","95.0000","31400270.0000","93.2100","95.2900","92.7900"
"2018/04/30","93.5200","41196050.0000","96.3300","96.3964","93.1500"
"2018/04/27","95.8200","48037250.0000","97.6000","97.9000","93.9100"
"2018/04/26","94.2600","41085820.0000","93.5500","95.1500","93.1000"
"2018/04/25","92.3100","33622300.0000","93.3000","93.3000","90.2800"
"2018/04/24","93.1200","34495820.0000","96.2420","96.4700","92.4100"
"2018/04/23","95.3500","22243560.0000","95.7440","96.2900","94.6300"
"2018/04/20","95.0000","31135830.0000","95.9100","96.1100","94.0500"
"2018/04/19","96.1100","23540730.0000","96.4400","97.0700","95.3400"
"2018/04/18","96.4400","21024010.0000","96.2200","96.7200","95.5200"
"2018/04/17","96.0700","25700050.0000","95.0000","96.5400","94.8800"
"2018/04/16","94.1700","20278000.0000","94.0700","94.6600","93.4200"
"2018/04/13","93.0800","23332360.0000","94.0500","94.1800","92.4400"
"2018/04/12","93.5800","26684870.0000","92.4300","94.1600","92.4300"
"2018/04/11","91.8600","24849510.0000","92.0100","93.2900","91.4800"
"2018/04/10","92.8800","26885740.0000","92.3900","93.2800","91.6400"
"2018/04/09","90.7700","31508070.0000","91.0400","93.1700","90.6200"
"2018/04/06","90.2300","37809230.0000","91.4900","92.4600","89.4800"
"2018/04/05","92.3800","29686720.0000","92.4350","93.0650","91.4000"
"2018/04/04","92.3300","35479140.0000","87.8500","92.7600","87.7300"
"2018/04/03","89.7100","37188830.0000","89.5750","90.0500","87.8900"
"2018/04/02","88.5200","48473940.0000","90.4700","90.8800","87.5100"
"2018/03/29","91.2700","45763610.0000","90.1800","92.2900","88.4000"
"2018/03/28","89.3900","52235580.0000","89.8200","91.2300","88.8730"
"2018/03/27","89.4700","55091770.0000","94.9400","95.1390","88.5100"
"2018/03/26","93.7800","56261750.0000","90.6100","94.0000","90.4000"
"2018/03/23","87.1800","43857770.0000","89.5000","90.4600","87.0800"
"2018/03/22","89.7900","38354400.0000","91.2650","91.7500","89.6600"
"2018/03/21","92.4800","24173600.0000","92.9300","94.0500","92.2100"
"2018/03/20","93.1300","22402330.0000","93.0500","93.7700","93.0000"
"2018/03/19","92.8900","32317260.0000","93.7400","93.9000","92.1100"
"2018/03/16","94.6000","49067150.0000","94.6800","95.3800","93.9200"
"2018/03/15","94.1800","27317810.0000","93.5300","94.5800","92.8300"
"2018/03/14","93.8500","31971520.0000","95.1200","95.4100","93.5000"
"2018/03/13","94.4100","34794600.0000","97.0000","97.2400","93.9700"
"2018/03/12","96.7700","26042460.0000","96.5000","97.2100","96.0400"
"2018/03/09","96.5400","36913460.0000","95.2900","96.5400","95.0000"
"2018/03/08","94.4300","26957790.0000","94.2700","95.1000","93.7650"
"2018/03/07","93.8600","26458530.0000","93.1600","93.9406","92.4300"
"2018/03/06","93.3200","21884540.0000","94.3400","94.4900","92.9410"
"2018/03/05","93.6400","23787950.0000","92.3400","94.2700","92.2600"
"2018/03/02","93.0500","32815660.0000","91.5800","93.1500","90.8600"
"2018/03/01","92.8500","36979700.0000","93.9900","94.5700","91.8400"
"2018/02/28","93.7700","30011960.0000","94.8400","95.7050","93.6300"
"2018/02/27","94.2000","25842000.0000","95.7400","95.8400","94.2000"
"2018/02/26","95.4200","30167890.0000","94.4000","95.4500","94.2500"
"2018/02/23","94.0600","26294200.0000","92.7500","94.0700","92.3600"
"2018/02/22","91.7300","23613350.0000","92.0500","92.7300","91.3600"
"2018/02/21","91.4900","26664100.0000","92.9800","93.3595","91.4900"
"2018/02/20","92.7200","30325530.0000","91.4750","93.0600","91.0100"
"2018/02/16","92.0000","30580470.0000","92.4500","93.5000","91.8000"
"2018/02/15","92.6600","27523410.0000","91.2100","92.7200","90.6200"
"2018/02/14","90.8100","34825510.0000","88.5100","90.9900","88.4100"
"2018/02/13","89.8300","26320030.0000","88.9300","90.0000","87.8000"
"2018/02/12","89.1300","35657250.0000","88.7350","89.7800","87.9295"
"2018/02/09","88.1800","63470240.0000","86.3000","88.9300","83.8300"
"2018/02/08","85.0100","55247060.0000","89.7100","89.8750","84.7600"
"2018/02/07","89.6100","41082380.0000","90.4900","91.7700","89.2000"
"2018/02/06","91.3300","67970920.0000","86.8900","91.4750","85.2500"
"2018/02/05","88.0000","50588980.0000","90.5600","93.2400","88.0000"
"2018/02/02","91.7800","47484680.0000","93.6400","93.9700","91.5000"
"2018/02/01","94.2600","46866010.0000","94.7900","96.0700","93.5813"
"2018/01/31","95.0100","47448270.0000","93.7500","95.4000","93.5100"
"2018/01/30","92.7400","37310120.0000","93.3000","93.6600","92.1000"
"2018/01/29","93.9200","31521680.0000","95.1400","95.4500","93.7200"
"2018/01/26","94.0600","28964890.0000","93.1200","94.0600","92.5800"
"2018/01/25","92.3300","26099100.0000","92.4650","93.2400","91.9300"
"2018/01/24","91.8200","32735410.0000","92.5500","93.4300","91.5800"
"2018/01/23","91.9000","23014000.0000","91.9000","92.3000","91.5400"
"2018/01/22","91.6100","23511170.0000","90.0000","91.6200","89.7400"
"2018/01/19","90.0000","35612750.0000","90.1400","90.6100","89.6600"
"2018/01/18","90.1000","24138250.0000","89.8000","90.6700","89.6600"
"2018/01/17","90.1400","25617320.0000","89.0800","90.2800","88.7500"
"2018/01/16","88.3500","36584400.0000","90.1000","90.7900","88.0104"
"2018/01/12","89.6000","24261620.0000","88.6700","89.7800","88.4500"
"2018/01/11","88.0800","17699700.0000","88.1300","88.1300","87.2400"
"2018/01/10","87.8200","18639390.0000","87.8600","88.1900","87.4100"
"2018/01/09","88.2200","19466220.0000","88.6500","88.7272","87.8600"
"2018/01/08","88.2800","22110230.0000","88.2000","88.5800","87.6046"
"2018/01/05","88.1900","23400070.0000","87.6600","88.4100","87.4300"
"2018/01/04","87.1100","21904860.0000","86.5900","87.6600","86.5700"
"2018/01/03","86.3500","25979960.0000","86.0550","86.5100","85.9700"
"2018/01/02","85.9500","22122680.0000","86.1250","86.3100","85.5000"
"2017/12/29","85.5400","18547840.0000","85.6300","86.0500","85.5000"
"2017/12/28","85.7200","10589110.0000","85.9000","85.9300","85.5500"
"2017/12/27","85.7100","14662250.0000","85.6500","85.9800","85.2150"
"2017/12/26","85.4000","9883700.0000","85.3100","85.5346","85.0300"
"2017/12/22","85.5100","14071140.0000","85.4000","85.6300","84.9200"
"2017/12/21","85.5000","17939970.0000","86.0500","86.1000","85.4000"
"2017/12/20","85.5200","23584190.0000","86.2000","86.3000","84.7100"
"2017/12/19","85.8300","23339920.0000","86.3500","86.3500","85.2700"
"2017/12/18","86.3800","22278960.0000","87.1200","87.4999","86.2300"
"2017/12/15","86.8500","53921240.0000","85.2600","87.0900","84.8800"
"2017/12/14","84.6900","19302690.0000","85.4300","85.8739","84.5300"
"2017/12/13","85.3500","21708830.0000","85.7400","86.0000","85.1700"
"2017/12/12","85.5800","23821210.0000","85.3100","86.0500","85.0800"
"2017/12/11","85.2300","21446720.0000","84.2900","85.3700","84.1200"
"2017/12/08","84.1600","24027610.0000","83.6300","84.5800","83.3300"
"2017/12/07","82.4900","23170300.0000","82.5400","82.8000","82.0000"
"2017/12/06","82.7800","24876890.0000","81.5500","83.1400","81.4300"
"2017/12/05","81.5900","26144410.0000","81.3400","82.6800","80.9801"
"2017/12/04","81.0800","39084990.0000","84.4200","84.4299","80.7000"
"2017/12/01","84.2600","29387350.0000","83.6000","84.8100","83.2200"
"2017/11/30","84.1700","32998560.0000","83.5100","84.5200","83.3400"
"2017/11/29","83.3400","27358660.0000","84.7100","84.9172","83.1750"
"2017/11/28","84.8800","21897340.0000","84.0700","85.0600","84.0200"
"2017/11/27","83.8700","17721740.0000","83.3100","83.9800","83.3000"
"2017/11/24","83.2600","7425603.0000","83.0100","83.4300","82.7800"
"2017/11/22","83.1100","20550600.0000","83.8300","83.9000","83.0400"
"2017/11/21","83.7200","21195610.0000","82.7400","83.8400","82.7400"
"2017/11/20","82.5300","16128540.0000","82.4000","82.5900","82.2500"
"2017/11/17","82.4000","22075340.0000","83.1200","83.1200","82.2400"
"2017/11/16","83.2000","20957350.0000","83.1000","83.4200","82.9400"
"2017/11/15","82.9800","19337370.0000","83.4700","83.6900","82.6900"
"2017/11/14","84.0500","18759800.0000","83.5000","84.1000","82.9800"
"2017/11/13","83.9300","14185670.0000","83.6600","83.9400","83.4600"
"2017/11/10","83.8700","19395240.0000","83.7900","84.0950","83.2300"
"2017/11/09","84.0900","21174120.0000","84.1100","84.2700","82.9000"
"2017/11/08","84.5600","18027540.0000","84.1400","84.6100","83.8300"
"2017/11/07","84.2700","17927430.0000","84.7700","84.9000","83.9300"
"2017/11/06","84.4700","19852030.0000","84.2000","84.7000","84.0825"
"2017/11/03","84.1400","17629140.0000","84.0800","84.5400","83.4000"
"2017/11/02","84.0500","23980410.0000","83.3500","84.4600","83.1200"
"2017/11/01","83.1800","22278730.0000","83.6800","83.7600","82.8800"
"2017/10/31","83.1800","26949400.0000","84.3600","84.3600","83.1100"
"2017/10/30","83.8900","31749180.0000","83.7000","84.3250","83.1050"
"2017/10/27","83.8100","71022110.0000","84.3700","86.2000","83.6100"
"2017/10/26","78.7600","31527350.0000","79.2000","79.4200","78.7500"
"2017/10/25","78.6300","20377380.0000","78.5800","79.1000","78.0100"
"2017/10/24","78.8600","17353840.0000","78.9000","79.2000","78.4600"
"2017/10/23","78.8300","20609800.0000","78.9900","79.3400","78.7600"
"2017/10/20","78.8100","22851290.0000","78.3200","78.9700","78.2200"
"2017/10/19","77.9100","15080780.0000","77.5700","77.9300","77.3500"
"2017/10/18","77.6100","13288960.0000","77.6700","77.8500","77.3700"
"2017/10/17","77.5900","16072320.0000","77.4700","77.6200","77.2500"
"2017/10/16","77.6500","12361880.0000","77.4200","77.8100","77.3500"
"2017/10/13","77.4900","15319310.0000","77.5900","77.8700","77.2900"
"2017/10/12","77.1200","17268390.0000","76.4900","77.2900","76.3700"
"2017/10/11","76.4200","15378030.0000","76.3600","76.4600","75.9500"
"2017/10/10","76.2900","13939430.0000","76.3300","76.6300","76.1400"
"2017/10/09","76.2900","11386390.0000","75.9700","76.5500","75.8600"
"2017/10/06","76.0000","13946480.0000","75.6700","76.0300","75.5400"
"2017/10/05","75.9700","21176990.0000","75.2200","76.1200","74.9600"
"2017/10/04","74.6900","13295060.0000","74.0000","74.7200","73.7100"
"2017/10/03","74.2600","12186560.0000","74.6700","74.8800","74.1950"
"2017/10/02","74.6100","15296380.0000","74.7100","75.0100","74.2950"
"2017/09/29","74.4900","16989330.0000","73.9400","74.5350","73.8800"
"2017/09/28","73.8700","10879150.0000","73.5400","73.9700","73.3100"
"2017/09/27","73.8500","19487260.0000","73.5500","74.1700","73.1700"
"2017/09/26","73.2600","17270990.0000","73.6700","73.8100","72.9900"
"2017/09/25","73.2600","24131960.0000","74.0900","74.2500","72.9200"
"2017/09/22","74.4100","14095440.0000","73.9900","74.5100","73.8500"
"2017/09/21","74.2100","19172840.0000","75.1100","75.2400","74.1100"
"2017/09/20","74.9400","20789800.0000","75.3500","75.5500","74.3100"
"2017/09/19","75.4400","15769510.0000","75.2100","75.7100","75.0100"
"2017/09/18","75.1600","23305610.0000","75.2300","75.9700","75.0400"
"2017/09/15","75.3100","38515230.0000","74.8300","75.3900","74.0700"
"2017/09/14","74.7700","15695470.0000","75.0000","75.4900","74.5200"
"2017/09/13","75.2100","13353930.0000","74.9300","75.2300","74.5500"
"2017/09/12","74.6800","14387100.0000","74.7600","75.2400","74.3700"
"2017/09/11","74.7600","17900360.0000","74.3100","74.9450","74.3100"
"2017/09/08","73.9800","14703700.0000","74.3300","74.4400","73.8400"
"2017/09/07","74.3400","17468290.0000","73.6800","74.6000","73.6000"
"2017/09/06","73.4000","16525320.0000","73.7400","74.0400","73.3500"
"2017/09/05","73.6100","22234340.0000","73.3400","73.8900","72.9800"
"2017/09/01","73.9400","21713620.0000","74.7100","74.7400","73.6400"
"2017/08/31","74.7700","27645380.0000","74.0300","74.9600","73.8000"
"2017/08/30","74.0100","16892790.0000","73.0100","74.2099","72.8293"
"2017/08/29","73.0500","11470410.0000","72.2500","73.1600","72.0500"
